Date,Open,High,Low,Close,Volume
2021-10-11,649.6085521295374,656.7860674042328,631.7556515576085,635.480712890625,7876940
2021-10-12,635.9804623088894,635.9804623088894,616.2650568866948,619.8992309570312,1649958
2021-10-13,618.8088758390284,619.5811709862547,610.5411532368477,616.1741333007812,1050858
2021-10-14,614.2207532719264,638.7060089444101,611.2679872277309,633.3910522460938,1009332
2021-10-18,634.3904136076583,637.7520351964473,617.8094969612712,621.3982543945312,435065
2021-10-19,620.5351252861389,629.5751429603537,613.2667782842514,616.8101196289062,372408
2021-10-20,619.2178127183175,620.6715155934232,600.7289746332333,601.5921020507812,391114
2021-10-21,606.4527518219045,610.4503651761993,596.91304561347,598.4575805664062,266001
2021-10-22,598.7301384390161,606.3619256625711,594.7779965804809,598.4121704101562,216987
2021-10-25,598.4121473152555,601.4557455989084,577.6064807620936,591.6889038085938,395106
2021-10-26,599.6386588956972,604.1813760085433,579.4689838240421,580.740966796875,545362
2021-10-27,582.330912500649,583.2848719950698,563.7511885871352,566.3405151367188,1043401
2021-10-28,564.2962601911088,590.3714657819454,559.7990149098116,572.427734375,1491570
2021-10-29,569.6567464865996,591.4617894143163,565.38658115597,589.7355346679688,424720
2021-11-01,591.4617210801318,604.181327985081,587.0553080121515,592.688232421875,235406
2021-11-02,592.688281579638,601.5465799802948,586.3284775996791,589.3721313476562,206419
2021-11-03,595.6956921907201,597.207865168361,585.614688169031,587.0809936523438,89927
2021-11-04,588.3640296066081,594.6875906169536,584.6982101075016,592.3505859375,59104
2021-11-08,591.7090661839976,591.7090661839976,578.3746040458841,579.5660400390625,309066
2021-11-09,579.6119124087863,584.6982259141057,577.8706257252505,578.4205322265625,302366
2021-11-10,577.4581871953801,582.5445564372685,572.0511370615753,573.7007446289062,345759
2021-11-11,574.8005244122592,579.5661010789972,571.0430257610374,572.2802734375,196212
2021-11-12,577.2290458471989,577.2290458471989,567.3313449810564,567.9270629882812,352841
2021-11-15,566.827334194572,571.3179854089801,565.4526518966063,566.0025024414062,338667
2021-11-16,565.910902290659,568.1562279889654,557.2045807169566,558.4417724609375,394924
2021-11-17,558.4417823618313,560.4579943702604,548.2233435794252,553.35546875,528097
2021-11-18,551.7058410297734,553.8594876361506,535.0263509277263,536.0344848632812,628805
2021-11-22,536.1261232413393,548.2691508190277,529.7567504190561,545.0157470703125,341218
2021-11-23,544.374172265555,549.8729012783384,538.1422905715933,547.856689453125,168137
2021-11-24,549.7812538824552,554.9133783599545,546.665285205141,548.5440063476562,153716
2021-11-25,539.7919457593823,549.3230992643261,539.7919457593823,545.3364868164062,75456
2021-11-26,540.7083369115873,549.4604691438959,539.6085799544051,543.8701171875,654445
2021-11-29,533.4225407880715,538.8296468436777,522.3792708975188,527.786376953125,193867
2021-11-30,524.2121808886735,545.2906427076238,524.2121808886735,528.9319458007812,307291
2021-12-01,533.3767689040062,537.1800792353557,525.1286745395113,526.5033569335938,169375
2021-12-02,526.9616077839439,531.3605804530328,526.0451528138849,529.6651611328125,118834
2021-12-03,531.0397709745729,535.9427820195717,528.1529158392409,532.8726806640625,123164
2021-12-06,532.8726905188702,538.6463449603459,527.8780003354475,528.9319458007812,140344
2021-12-07,529.710949558939,534.9805654066274,526.9615847688407,528.7944946289062,86643
2021-12-08,529.7108534653299,536.9508684735825,529.7108534653299,533.8348999023438,119154
2021-12-09,536.0803624167362,545.290723962009,534.9347936689169,543.9618530273438,198486
2021-12-10,543.9617269153015,547.1235071134508,537.9589592556041,540.2042846679688,109805
2021-12-13,546.2071176417248,548.040027432469,534.9347336158426,536.6759643554688,221403
2021-12-14,536.126082555393,538.5547102610127,531.0855809245304,532.1395263671875,76250
2021-12-15,533.4225655509581,536.2636093142198,526.9615696665876,528.24462890625,161586
2021-12-16,528.7944186220157,531.772896716507,521.2794780887218,524.3954467773438,155670
2021-12-17,530.6273861123004,530.6273861123004,499.5595426857424,504.92083740234375,525443
2021-12-20,504.9208572302084,505.88312372401117,462.90139289975286,487.4165344238281,796915
2021-12-21,496.7185111859266,499.0554597838339,481.138779285261,483.9797668457031,153588
2021-12-22,490.25755764558676,490.25755764558676,482.05527514181665,483.47576904296875,266721
2021-12-23,485.72109403247913,490.3033685044836,474.7236352996683,480.0390625,475702
2021-12-24,482.97171997943616,483.88817485605745,467.3003359956149,468.6750183105469,356275
2021-12-27,470.96617418721576,470.96617418721576,457.54008813495847,461.52667236328125,465096
2021-12-28,463.267949119657,481.1388195604746,461.0684629666916,480.0390625,459489
2021-12-29,480.22232784042194,493.05269537814314,477.4729633680531,479.3516845703125,322957
2021-12-30,479.8099490053988,485.30867837442855,479.7641374478504,481.18463134765625,91330
2021-12-31,483.79655785518685,489.93676085735325,480.1307383023867,486.9582824707031,179844
2022-01-03,486.6374779052378,492.0445833674576,482.9716588626372,485.12530517578125,134692
2022-01-04,490.5324431185593,493.51092128789196,483.8881456638941,490.8531799316406,179585
2022-01-05,491.17402561756404,502.4005983888525,491.17402561756404,495.572998046875,228418
2022-01-06,494.8856381188616,515.5058730404809,488.5162654781014,506.9370422363281,220079
2022-01-07,512.2982550609817,512.3898781705067,495.80206795705027,496.9018249511719,163983
2022-01-10,496.90181558809763,503.8668498596859,487.73726736971133,501.9881286621094,313236
2022-01-11,506.7537499140975,508.8615850042741,492.31958518862734,494.5649108886719,199215
2022-01-12,495.802089494029,513.0772415872254,495.802089494029,505.42486572265625,406510
2022-01-13,508.6325237293725,528.3821177428407,505.8831587362408,524.0747680664062,475117
2022-01-14,526.8240624467958,538.8296548692219,520.1797646039611,537.5924072265625,354577
2022-01-17,538.8755018076387,540.7084116777327,526.9615876520276,529.115234375,343790
2022-01-18,529.1152323596813,530.3524800788643,514.1312166031227,516.5139770507812,156291
2022-01-19,516.8347695272082,517.7970360175691,500.56769450187755,511.9775695800781,334062
2022-01-20,515.872476191098,515.872476191098,502.2630876123244,503.4544677734375,101082
2022-01-21,503.13371675484296,509.4114101541739,493.6484313543428,495.20635986328125,164630
2022-01-24,494.88564641667904,495.20638325756187,476.55654840124646,489.936767578125,304432
2022-01-25,482.971720378263,488.9744886378963,477.47299111399434,480.1765441894531,400766
2022-01-27,480.1765216679757,482.0094313367639,474.9069063702097,476.6023254394531,375582
2022-01-28,481.13881265778235,481.13881265778235,468.30844432024145,469.7747497558594,1188295
