Date,Open,High,Low,Close,Volume
2021-07-19,3183.8846797101064,3289.6657305503613,3155.3722795932995,3277.6904296875,245909
2021-07-20,3294.9874898920198,3336.092861535859,3213.7271598215398,3227.318115234375,353487
2021-07-22,3240.909658796768,3315.9447495048216,3170.674202113484,3201.134765625,145425
2021-07-23,3202.607830229839,3261.771061473165,3178.182253456765,3226.3681640625,103885
2021-07-26,3226.6529924928573,3292.231506920547,3222.3285657867427,3257.4462890625,131243
2021-07-27,3259.918032296066,3324.260974456637,3202.9407941443274,3216.24658203125,274430
2021-07-28,3243.4278975141547,3264.2420882749134,3197.190382683029,3203.55810546875,181960
2021-07-29,3217.148977630646,3255.260643266597,3139.3575572484383,3166.4443359375,193316
2021-07-30,3169.247995527402,3293.1817857921983,3160.4566732998182,3282.34716796875,259161
2021-08-02,3283.6780062409257,3326.4466054539043,3261.866067049207,3309.71923828125,165245
2021-08-03,3302.9237836495226,3372.0663504463005,3299.454867957365,3333.14697265625,281571
2021-08-04,3354.958625292654,3373.5392499217787,3219.999949714309,3230.02685546875,141941
2021-08-05,3240.956987862054,3299.9301807674783,3215.0106578224427,3231.1201171875,139180
2021-08-06,3240.909855819179,3359.426366309824,3194.339596893918,3299.883056640625,689686
2021-08-09,3332.195498320854,3421.377605001175,3262.810543617091,3345.187255859375,455771
2021-08-10,3373.122074365244,3404.5309424391867,3321.7257447897014,3385.637939453125,464624
2021-08-11,3415.9524460382454,3518.7451081090535,3372.1703862673457,3506.60986328125,650420
2021-08-12,3505.4201113178356,3510.1313951592506,3453.262307010665,3469.823486328125,148555
2021-08-13,3475.486471209213,3504.563515197972,3440.7939952797806,3480.959228515625,90112
2021-08-16,3468.3007223433083,3558.9105081326775,3436.511231282654,3534.44970703125,140951
2021-08-17,3534.449632963339,3569.189746495899,3502.5648712279753,3524.69384765625,187682
2021-08-18,3536.3053084518288,3626.2965192013694,3523.932118228832,3618.87255859375,384062
2021-08-20,3619.1587160825684,3717.6683616090763,3550.249646362408,3621.0146484375,373322
2021-08-23,3635.814648231533,3670.3644517029506,3588.7489789056067,3613.495361328125,121111
2021-08-24,3626.296674013778,3711.957225368434,3618.7300384512737,3652.423095703125,262767
2021-08-25,3654.849984684646,3664.367823186429,3619.348400599175,3633.006591796875,58757
2021-08-26,3632.007249639095,3692.9214173479268,3608.878855113326,3676.55078125,138260
2021-08-27,3683.1184049662616,3743.3663771129204,3665.3200910912424,3700.202880859375,200257
2021-08-30,3721.2849258798838,3743.3662669967844,3666.604984548226,3713.670654296875,82413
2021-08-31,3734.8002542496743,3735.7520382084535,3683.4039204755964,3691.58935546875,90295
2021-09-01,3683.403644197337,3732.896406341591,3658.65726312521,3669.9833984375,66042
2021-09-02,3669.98310761316,3756.6907058309266,3669.98310761316,3720.570556640625,137359
2021-09-03,3721.475159714154,3734.704863370092,3627.4864967929843,3649.99609375,124870
2021-09-06,3654.850188382274,3697.7280996963636,3619.6818196319505,3640.668701171875,67380
2021-09-07,3641.5250831066983,3673.8857346554773,3594.8876735216936,3604.7861328125,76332
2021-09-08,3588.22518909103,3628.200111622018,3506.419411956795,3570.6171875,114731
2021-09-09,3564.430734027364,3635.814527098673,3563.1457328044335,3612.54345703125,239894
2021-09-13,3624.393622214603,3664.3209161955797,3599.6472371889786,3639.4794921875,114867
2021-09-14,3657.9911511872074,3663.7018546525314,3611.448778523344,3622.775146484375,54872
2021-09-15,3626.011126017238,3673.8859033035405,3613.1144075253405,3666.414306640625,117864
2021-09-16,3673.9812619942772,3696.7288051027435,3633.054552771976,3687.163330078125,113213
2021-09-17,3687.1632912498426,3709.101957203663,3559.8145555602496,3640.52587890625,163961
2021-09-20,3620.585901154275,3635.8144433252705,3564.3830162306203,3605.07177734375,110948
2021-09-21,3602.2166139218753,3682.4520461518655,3577.23228561702,3672.743896484375,83455
2021-09-22,3672.7439591503944,3756.405675553907,3643.09574963462,3706.81787109375,131433
2021-09-23,3705.2949205480327,3787.0056656737083,3689.3525393717728,3772.110107421875,165195
2021-09-24,3770.9675291939875,3873.7601826904415,3759.641394580444,3810.0859375,289454
2021-09-27,3816.653581542969,3836.783718832135,3772.395628540039,3807.1357421875,88753
2021-09-28,3797.618324904942,3824.26827806217,3688.87699818304,3746.507568359375,113312
